project_id,project_type,project_scale,project_duration_years,complexity_index,initial_investment,tax_rate,risk_index,year,inflation_rate,market_growth_rate,revenue,operating_cost,capex,working_capital,cash_flow
P0067,Healthcare,Small,8,0.49,51067613.48,0.32,0.64,6,0.03,0.11,23326643.71,12335078.39,1845176.11,3173760.24,5413019.95
P0067,Healthcare,Small,8,0.49,51067613.48,0.32,0.64,7,0.02,-0.0,25968915.48,14155962.12,1595358.32,3228395.58,6750984.38
P0067,Healthcare,Small,8,0.49,51067613.48,0.32,0.64,8,0.06,0.07,30629915.58,17856922.68,1164738.21,4188538.65,6686059.1
P0068,Manufacturing,Small,7,0.53,15654360.75,0.29,0.17,1,0.05,0.05,4491382.34,3149134.96,1411335.27,300855.98,-739713.76
P0068,Manufacturing,Small,7,0.53,15654360.75,0.29,0.17,2,0.05,0.13,6273905.36,4598477.11,619217.33,492567.88,377595.77
P0068,Manufacturing,Small,7,0.53,15654360.75,0.29,0.17,3,0.06,-0.01,7096710.05,4722325.33,389943.46,523905.14,1217066.33
P0068,Manufacturing,Small,7,0.53,15654360.75,0.29,0.17,4,0.04,0.1,9599857.47,6627375.19,681808.73,733892.68,1206387.13
P0068,Manufacturing,Small,7,0.53,15654360.75,0.29,0.17,5,0.04,0.08,8686598.08,6273322.45,708235.06,656267.17,1097838.97
P0068,Manufacturing,Small,7,0.53,15654360.75,0.29,0.17,6,0.07,-0.0,8874517.22,7029196.86,862985.1,678846.34,399019.12
P0068,Manufacturing,Small,7,0.53,15654360.75,0.29,0.17,7,0.05,0.07,9727711.95,7363307.57,137879.11,720989.08,1535069.42
P0069,Infrastructure,Medium,10,0.63,86282563.67,0.26,0.47,1,0.05,0.02,18973807.74,12734217.68,8968065.42,1180885.63,-5818239.92
P0069,Infrastructure,Medium,10,0.63,86282563.67,0.26,0.47,2,0.08,0.08,34103310.07,23133866.99,2419186.28,2120433.81,5135965.62
P0069,Infrastructure,Medium,10,0.63,86282563.67,0.26,0.47,3,0.04,0.02,34495410.02,23742666.67,1548172.17,2124949.74,6282332.44
P0069,Infrastructure,Medium,10,0.63,86282563.67,0.26,0.47,4,0.08,0.15,35443863.52,24221406.52,3584927.06,2123046.91,4979658.88
P0069,Infrastructure,Medium,10,0.63,86282563.67,0.26,0.47,5,0.08,0.05,36197970.23,23353825.17,4257731.22,1854412.18,5318974.31
P0069,Infrastructure,Medium,10,0.63,86282563.67,0.26,0.47,6,0.05,0.08,37825036.82,25689345.89,4259741.95,2083849.75,4572585.4
P0069,Infrastructure,Medium,10,0.63,86282563.67,0.26,0.47,7,0.06,0.08,43410262.21,28005172.42,4406935.74,2737051.02,6141911.16
P0069,Infrastructure,Medium,10,0.63,86282563.67,0.26,0.47,8,0.04,0.04,37984119.15,27055803.47,4719388.2,2339480.15,3929591.24
P0069,Infrastructure,Medium,10,0.63,86282563.67,0.26,0.47,9,0.07,0.09,36998397.61,25770372.82,3508455.63,2277382.13,4935909.61
P0069,Infrastructure,Medium,10,0.63,86282563.67,0.26,0.47,10,0.06,0.05,39912848.02,26493363.61,1317485.8,2398121.08,8393250.96
P0070,Energy,Small,10,0.28,161038953.43,0.24,0.69,1,0.05,0.01,29276965.65,21835295.37,14429305.09,1648550.06,-9949308.94
P0070,Energy,Small,10,0.28,161038953.43,0.24,0.69,2,0.04,0.04,53995268.9,38120906.61,4147645.72,2932216.24,6397099.29
P0070,Energy,Small,10,0.28,161038953.43,0.24,0.69,3,0.09,0.01,70752946.86,60611114.47,6279106.1,4128205.64,257310.63
P0070,Energy,Small,10,0.28,161038953.43,0.24,0.69,4,0.06,0.0,71846341.71,50964901.44,6958560.74,4232970.96,8759955.2
P0070,Energy,Small,10,0.28,161038953.43,0.24,0.69,5,0.03,0.05,74696999.41,56643475.38,3423002.03,3770974.9,10968387.46
P0070,Energy,Small,10,0.28,161038953.43,0.24,0.69,6,0.04,0.01,58114983.45,43043061.86,10015940.64,3352667.08,1874224.14
P0070,Energy,Small,10,0.28,161038953.43,0.24,0.69,7,0.07,0.0,68545535.33,53134401.51,6307382.85,3713716.98,5037501.29
P0070,Energy,Small,10,0.28,161038953.43,0.24,0.69,8,0.05,0.06,66327979.91,48534343.02,5314720.15,3662380.34,8193382.13
P0070,Energy,Small,10,0.28,161038953.43,0.24,0.69,9,0.06,0.01,60049485.27,46203182.96,2601020.06,3245788.98,8425870.37
P0070,Energy,Small,10,0.28,161038953.43,0.24,0.69,10,0.07,0.02,66733121.46,52638118.74,2458975.11,3659165.12,7953634.25
P0071,Infrastructure,Medium,7,0.9,119518886.45,0.25,0.87,1,0.1,0.07,24970007.05,12420371.11,8386416.11,1812027.65,-817685.02
P0071,Infrastructure,Medium,7,0.9,119518886.45,0.25,0.87,2,0.05,0.05,31238965.16,15826973.77,7512990.6,2187907.2,3822485.86
P0071,Infrastructure,Medium,7,0.9,119518886.45,0.25,0.87,3,0.05,0.06,50150623.8,24137112.51,5966383.69,3790448.51,11614643.15
P0071,Infrastructure,Medium,7,0.9,119518886.45,0.25,0.87,4,0.07,0.06,43856631.22,22311398.31,4733692.95,2866099.67,12337565.98
P0071,Infrastructure,Medium,7,0.9,119518886.45,0.25,0.87,5,0.07,0.03,47564740.31,20689024.78,3936668.46,3511068.11,15416679.43
P0071,Infrastructure,Medium,7,0.9,119518886.45,0.25,0.87,6,0.02,0.08,53351996.29,25320194.63,1613584.91,3976247.97,18076500.84
P0071,Infrastructure,Medium,7,0.9,119518886.45,0.25,0.87,7,0.1,0.13,55369987.74,29448696.84,519826.75,4277016.45,19275206.35
P0072,Manufacturing,Medium,5,0.61,49746564.3,0.26,0.5,1,0.06,0.02,19125050.08,14052304.92,5687725.83,1561018.7,-3241774.32
P0072,Manufacturing,Medium,5,0.61,49746564.3,0.26,0.5,2,0.09,0.13,27127008.27,20305427.26,2275734.11,2582409.54,1695931.08
P0072,Manufacturing,Medium,5,0.61,49746564.3,0.26,0.5,3,0.05,0.06,34195020.47,24045889.15,2017543.94,3437546.3,4318258.38
P0072,Manufacturing,Medium,5,0.61,49746564.3,0.26,0.5,4,0.05,0.05,34678123.37,26012658.2,1696082.55,3369541.15,4789099.03
P0072,Manufacturing,Medium,5,0.61,49746564.3,0.26,0.5,5,0.08,0.07,32152862.36,22741268.88,706046.61,2992278.87,6452199.08
P0073,Real Estate,Medium,4,0.35,105343881.52,0.24,0.42,1,0.06,0.08,24899319.89,10539789.16,6422289.11,2760385.61,1801789.67
P0073,Real Estate,Medium,4,0.35,105343881.52,0.24,0.42,2,0.04,0.03,46418657.39,21019914.78,2877621.03,4998206.33,14052013.89
P0073,Real Estate,Medium,4,0.35,105343881.52,0.24,0.42,3,0.06,0.1,53030893.69,24660433.8,1865760.54,5639944.77,19254235.01
P0073,Real Estate,Medium,4,0.35,105343881.52,0.24,0.42,4,0.04,0.05,54393398.93,23493290.41,1193227.53,5416468.89,23632094.94
P0074,Manufacturing,Medium,4,0.61,70456809.8,0.24,0.43,1,0.03,0.13,31176060.9,26448484.39,5622797.43,1717861.28,-3668766.8
P0074,Manufacturing,Medium,4,0.61,70456809.8,0.24,0.43,2,0.03,0.07,47528637.31,38926979.05,1121734.55,2388503.32,4559118.88
P0074,Manufacturing,Medium,4,0.61,70456809.8,0.24,0.43,3,0.06,0.08,71685490.09,64756168.15,1076934.52,3827446.8,2954591.67
P0074,Manufacturing,Medium,4,0.61,70456809.8,0.24,0.43,4,0.03,0.06,68947865.1,60332262.95,1201360.22,3611262.96,5503021.8
P0075,Technology,Medium,5,0.74,24836153.39,0.25,0.29,1,0.05,0.05,7436683.59,2986391.13,1594012.42,363492.62,1310256.95
P0075,Technology,Medium,5,0.74,24836153.39,0.25,0.29,2,0.03,0.06,11885973.56,4478748.4,520394.59,596758.39,4698125.52
P0075,Technology,Medium,5,0.74,24836153.39,0.25,0.29,3,0.07,-0.01,13813357.73,5522900.4,1367770.66,706833.64,4666739.32
P0075,Technology,Medium,5,0.74,24836153.39,0.25,0.29,4,0.08,0.04,13703835.66,5558442.08,1026160.3,713722.48,5110433.77
P0075,Technology,Medium,5,0.74,24836153.39,0.25,0.29,5,0.06,0.04,15044160.07,5930145.06,428180.47,758114.19,6574027.95
P0076,Real Estate,Medium,7,0.57,113649520.65,0.25,0.6,1,0.06,0.06,49653333.2,21777561.54,9550796.6,3172849.76,8096659.96
P0076,Real Estate,Medium,7,0.57,113649520.65,0.25,0.6,2,0.07,0.09,64407210.1,28713733.15,4957087.41,3907235.8,20620020.99
P0076,Real Estate,Medium,7,0.57,113649520.65,0.25,0.6,3,0.04,0.07,76549718.85,35630037.5,6445869.07,5414805.44,24154625.72
P0076,Real Estate,Medium,7,0.57,113649520.65,0.25,0.6,4,0.02,0.06,85059012.37,40811132.07,2867740.23,5709577.18,27747213.25
P0076,Real Estate,Medium,7,0.57,113649520.65,0.25,0.6,5,0.04,0.02,78728425.6,35705545.89,2117697.32,5115587.06,30522673.5
P0076,Real Estate,Medium,7,0.57,113649520.65,0.25,0.6,6,0.06,0.08,111818906.77,48975004.44,3852250.53,7051984.01,40090814.9
P0076,Real Estate,Medium,7,0.57,113649520.65,0.25,0.6,7,0.09,0.04,98969957.73,46029868.37,1309092.83,6395585.56,39182657.5
P0077,Energy,Small,9,0.4,29815972.42,0.29,0.62,1,0.04,0.01,10784689.14,5688512.53,2220783.09,956513.22,429057.84
P0077,Energy,Small,9,0.4,29815972.42,0.29,0.62,2,0.06,0.08,19417404.37,10446887.18,1141304.75,1845991.59,4261398.07
P0077,Energy,Small,9,0.4,29815972.42,0.29,0.62,3,0.05,0.07,20790377.5,11007456.35,588641.05,1781330.89,6423696.08
P0077,Energy,Small,9,0.4,29815972.42,0.29,0.62,4,0.03,-0.0,18193535.82,9002065.91,924787.22,1740262.86,5102579.34
P0077,Energy,Small,9,0.4,29815972.42,0.29,0.62,5,0.05,0.07,23531310.52,11638300.14,1443373.96,2156572.69,6503281.66
P0077,Energy,Small,9,0.4,29815972.42,0.29,0.62,6,0.02,0.04,23132315.53,11526636.43,1273120.65,2427343.55,6715518.81
P0077,Energy,Small,9,0.4,29815972.42,0.29,0.62,7,0.03,0.03,19168349.88,9188845.99,1467977.72,1855445.85,6297685.31
P0077,Energy,Small,9,0.4,29815972.42,0.29,0.62,8,0.08,0.04,20850422.73,9801230.03,1122449.21,1855036.78,6578125.69
P0077,Energy,Small,9,0.4,29815972.42,0.29,0.62,9,0.05,0.07,20621417.75,9870359.68,600073.42,1818934.92,7341483.71
P0078,Technology,Small,5,0.72,41471649.33,0.24,0.17,1,0.06,0.05,17589435.8,8956632.46,1892781.68,1666583.56,3025032.4
P0078,Technology,Small,5,0.72,41471649.33,0.24,0.17,2,0.06,0.06,21876232.03,12364389.69,1486535.22,2044752.98,5394359.52
P0078,Technology,Small,5,0.72,41471649.33,0.24,0.17,3,0.03,0.02,24809988.98,13019891.24,397489.25,2012999.67,8629401.42
P0078,Technology,Small,5,0.72,41471649.33,0.24,0.17,4,0.09,0.04,23321109.96,13259893.4,2182871.01,2305487.86,5209642.72
P0078,Technology,Small,5,0.72,41471649.33,0.24,0.17,5,0.07,0.04,23653979.34,12638543.67,801817.88,2097807.42,8072953.38
P0079,Infrastructure,Small,5,0.42,245903496.58,0.15,0.23,1,0.06,0.05,67663824.48,30085671.58,23794914.51,9083530.69,-992323.52
P0079,Infrastructure,Small,5,0.42,245903496.58,0.15,0.23,2,0.03,0.04,92621227.24,47564149.94,3263084.02,12142592.77,33272421.89
P0079,Infrastructure,Small,5,0.42,245903496.58,0.15,0.23,3,0.06,0.04,99535089.4,50382244.21,15815144.32,11617882.56,26245299.38
P0079,Infrastructure,Small,5,0.42,245903496.58,0.15,0.23,4,0.06,0.06,110052346.53,58138984.76,10290726.74,13378879.95,30667638.59
P0079,Infrastructure,Small,5,0.42,245903496.58,0.15,0.23,5,0.05,-0.0,100909676.06,51364372.62,3105839.59,12483936.24,40879541.44
P0080,Infrastructure,Small,9,0.63,137095440.86,0.24,0.22,1,0.03,-0.01,10804576.63,6780543.74,7240566.5,954464.12,-5272720.59
P0080,Infrastructure,Small,9,0.63,137095440.86,0.24,0.22,2,0.08,0.09,23035791.18,15546283.11,7559774.92,1957272.22,-2803075.94
P0080,Infrastructure,Small,9,0.63,137095440.86,0.24,0.22,3,0.09,-0.0,23479301.26,13986840.67,3183364.89,2099065.84,3751373.51
P0080,Infrastructure,Small,9,0.63,137095440.86,0.24,0.22,4,0.09,0.05,27153081.67,16771263.38,5362004.57,2204634.99,2490387.93
P0080,Infrastructure,Small,9,0.63,137095440.86,0.24,0.22,5,0.05,0.01,24903623.16,14793593.17,5910986.34,2139755.34,1960025.46
P0080,Infrastructure,Small,9,0.63,137095440.86,0.24,0.22,6,0.06,0.11,32339854.19,19566555.9,5388905.84,2739245.07,3838087.14
P0080,Infrastructure,Small,9,0.63,137095440.86,0.24,0.22,7,0.07,0.09,29342330.37,17510511.31,3400010.44,2454938.76,6016843.74
P0080,Infrastructure,Small,9,0.63,137095440.86,0.24,0.22,8,0.08,0.05,27539694.62,15748256.26,6675666.11,2326601.17,2481604.74
P0080,Infrastructure,Small,9,0.63,137095440.86,0.24,0.22,9,0.07,0.04,26633786.51,15785741.47,2864000.99,2567622.86,5217559.81
P0081,Healthcare,Medium,4,0.67,118804630.3,0.29,0.38,1,0.07,0.01,27969707.55,18203935.36,12832088.61,2390170.19,-7910523.2
P0081,Healthcare,Medium,4,0.67,118804630.3,0.29,0.38,2,0.02,0.05,35862372.3,23275277.5,1965527.86,2764128.79,6915812.89
P0081,Healthcare,Medium,4,0.67,118804630.3,0.29,0.38,3,0.08,0.09,47258870.8,26899100.09,2008573.42,3968727.36,11252325.6
P0081,Healthcare,Medium,4,0.67,118804630.3,0.29,0.38,4,0.03,0.05,38208884.99,25221388.0,1711670.68,2967120.47,8670749.34
P0082,Real Estate,Large,7,0.79,106076931.01,0.31,0.47,1,0.08,0.05,27941499.52,21585961.7,6312762.46,3017047.45,-4982176.11
P0082,Real Estate,Large,7,0.79,106076931.01,0.31,0.47,2,0.08,0.03,34621941.67,26998196.77,3019441.57,4008376.51,1280431.47
P0082,Real Estate,Large,7,0.79,106076931.01,0.31,0.47,3,0.07,-0.01,48866636.24,36782828.04,1904301.02,4853376.46,5871019.78
P0082,Real Estate,Large,7,0.79,106076931.01,0.31,0.47,4,0.1,0.07,44138303.62,36352306.79,4737344.96,4892523.3,659518.32
P0082,Real Estate,Large,7,0.79,106076931.01,0.31,0.47,5,0.05,0.03,44515975.1,33605427.66,7382088.36,4872720.18,218080.89
P0082,Real Estate,Large,7,0.79,106076931.01,0.31,0.47,6,0.04,0.07,56731803.22,41652518.58,3742890.58,6477927.39,5253803.59
P0082,Real Estate,Large,7,0.79,106076931.01,0.31,0.47,7,0.09,-0.0,44672553.8,34725607.51,2018307.95,4617889.63,6767935.12
P0083,Real Estate,Medium,9,0.83,183278651.99,0.21,0.44,1,0.05,0.04,28873947.64,21599203.8,10220435.53,3449724.07,-8185490.49
P0083,Real Estate,Medium,9,0.83,183278651.99,0.21,0.44,2,0.08,0.09,52106829.36,37736932.49,9157109.88,5669208.21,-54645.52
P0083,Real Estate,Medium,9,0.83,183278651.99,0.21,0.44,3,0.02,0.09,57396875.82,36166580.02,5706987.81,6333660.19,10090601.97
P0083,Real Estate,Medium,9,0.83,183278651.99,0.21,0.44,4,0.05,0.06,56149099.03,37130838.2,7888848.76,5851542.06,7259456.67
P0083,Real Estate,Medium,9,0.83,183278651.99,0.21,0.44,5,0.06,0.11,60225925.97,40676293.05,4172973.33,6910000.26,10691855.15
P0083,Real Estate,Medium,9,0.83,183278651.99,0.21,0.44,6,0.06,0.04,62223928.44,43820904.97,9231604.17,7109145.65,5167501.82
P0083,Real Estate,Medium,9,0.83,183278651.99,0.21,0.44,7,0.07,0.09,53969422.79,34751738.52,8336633.96,6183733.08,7509977.9
P0083,Real Estate,Medium,9,0.83,183278651.99,0.21,0.44,8,0.06,0.0,51592549.11,36121495.12,2774212.87,6148362.51,9767564.16
P0083,Real Estate,Medium,9,0.83,183278651.99,0.21,0.44,9,0.06,0.04,55456609.68,37580056.74,3724522.71,5994573.65,9834363.88
P0084,Real Estate,Small,3,0.66,72545145.56,0.3,0.4,1,0.05,0.01,23297731.95,14902429.24,9089694.64,1158181.9,-4368071.34
P0084,Real Estate,Small,3,0.66,72545145.56,0.3,0.4,2,0.06,0.11,34476671.91,23628047.39,4219181.07,1832933.74,2788536.74
P0084,Real Estate,Small,3,0.66,72545145.56,0.3,0.4,3,0.04,0.03,37553081.64,23944595.17,1565500.45,2072398.13,7838998.73
P0085,Energy,Large,4,0.6,230388489.92,0.24,0.47,1,0.07,0.11,54080093.27,36883625.08,25688563.1,5238326.36,-16629152.9
P0085,Energy,Large,4,0.6,230388489.92,0.24,0.47,2,0.03,0.05,58900355.45,43685537.93,4823798.75,5988625.88,5787842.53
P0085,Energy,Large,4,0.6,230388489.92,0.24,0.47,3,0.05,0.12,69733827.89,51115140.15,8867346.42,6963313.03,4208487.96
P0085,Energy,Large,4,0.6,230388489.92,0.24,0.47,4,0.07,0.1,73121703.26,54676912.32,4471614.49,7141931.98,9356819.72
P0086,Healthcare,Medium,5,0.67,94549034.84,0.27,0.57,1,0.03,0.04,42577712.14,25373034.16,13644440.9,3097652.82,-4322837.04
P0086,Healthcare,Medium,5,0.67,94549034.84,0.27,0.57,2,0.05,0.06,42825109.18,30141945.62,4869477.61,2928843.87,4507418.95
P0086,Healthcare,Medium,5,0.67,94549034.84,0.27,0.57,3,0.08,0.15,73677510.22,52452638.94,3652442.15,5090758.92,9909794.7
P0086,Healthcare,Medium,5,0.67,94549034.84,0.27,0.57,4,0.03,0.03,74715638.58,46278849.09,4673296.07,4551236.88,16534045.95
P0086,Healthcare,Medium,5,0.67,94549034.84,0.27,0.57,5,0.03,0.05,66814638.56,45740273.45,1357806.55,4584010.53,13480515.9
P0087,Healthcare,Medium,9,0.5,47464987.52,0.21,0.36,1,0.08,0.06,8336047.78,6384834.01,5182201.98,450293.37,-3855040.54
P0087,Healthcare,Medium,9,0.5,47464987.52,0.21,0.36,2,0.03,0.06,9360633.49,7168968.8,2240659.97,575427.94,-630727.16
P0087,Healthcare,Medium,9,0.5,47464987.52,0.21,0.36,3,0.04,0.05,11821643.31,8272871.63,1522102.53,666809.2,1183539.18
P0087,Healthcare,Medium,9,0.5,47464987.52,0.21,0.36,4,0.07,0.06,15208129.66,10176638.76,1962273.08,836166.05,1815011.64
P0087,Healthcare,Medium,9,0.5,47464987.52,0.21,0.36,5,0.09,0.11,12732394.13,9912834.31,1851220.2,772120.43,435791.07
P0087,Healthcare,Medium,9,0.5,47464987.52,0.21,0.36,6,0.07,-0.02,12424647.15,9604440.86,1359431.34,737013.19,885501.26
P0087,Healthcare,Medium,9,0.5,47464987.52,0.21,0.36,7,0.05,0.04,12976738.21,9435155.54,1125919.35,761792.08,1659120.63
P0087,Healthcare,Medium,9,0.5,47464987.52,0.21,0.36,8,0.04,0.03,14389500.3,10452918.93,812078.17,1018082.96,1998029.31
P0087,Healthcare,Medium,9,0.5,47464987.52,0.21,0.36,9,0.02,-0.01,12520076.82,9809282.48,536528.97,740502.56,1897224.49
P0088,Technology,Medium,6,0.39,39695773.22,0.26,0.49,1,0.03,0.08,23031110.81,12577275.36,4849931.11,1865850.34,1002037.28
P0088,Technology,Medium,6,0.39,39695773.22,0.26,0.49,2,0.05,0.04,34222452.22,17336407.98,1968573.53,2725885.95,9372768.61
P0088,Technology,Medium,6,0.39,39695773.22,0.26,0.49,3,0.05,0.02,37402167.54,18495647.82,1721168.4,2864170.04,12716292.49
P0088,Technology,Medium,6,0.39,39695773.22,0.26,0.49,4,0.03,0.02,33308219.15,19111167.35,994048.05,2780306.22,9790539.43
P0088,Technology,Medium,6,0.39,39695773.22,0.26,0.49,5,0.06,0.02,38460022.78,19286633.05,1225628.12,3249438.15,11931130.03
P0088,Technology,Medium,6,0.39,39695773.22,0.26,0.49,6,0.03,0.02,34833800.59,18817315.44,215507.43,2875180.7,12378602.68
P0089,Infrastructure,Small,4,0.68,115301015.22,0.22,0.47,1,0.06,0.02,13028027.66,9453570.58,12565679.27,1758348.56,-12079617.99
P0089,Infrastructure,Small,4,0.68,115301015.22,0.22,0.47,2,0.07,0.03,24910279.92,18054734.53,2199801.89,3453984.65,1352983.78
P0089,Infrastructure,Small,4,0.68,115301015.22,0.22,0.47,3,0.09,0.04,24314181.44,18071438.03,4518979.23,3260330.13,506835.95
P0089,Infrastructure,Small,4,0.68,115301015.22,0.22,0.47,4,0.05,0.0,26136810.54,18129609.83,1279035.89,3307024.16,4816165.47
P0090,Manufacturing,Small,7,0.6,76210056.84,0.26,0.34,1,0.05,-0.01,21939959.44,16258862.29,10379447.73,2242306.27,-7811831.17
P0090,Manufacturing,Small,7,0.6,76210056.84,0.26,0.34,2,0.04,0.01,33426246.11,24518416.72,1964865.06,3890645.03,3029086.99
P0090,Manufacturing,Small,7,0.6,76210056.84,0.26,0.34,3,0.04,0.11,33769417.7,25836047.6,2760562.74,3596788.88,3351003.39
P0090,Manufacturing,Small,7,0.6,76210056.84,0.26,0.34,4,0.05,0.07,51780770.48,38547154.75,4423311.61,5190805.66,3832982.42
P0090,Manufacturing,Small,7,0.6,76210056.84,0.26,0.34,5,0.03,0.01,45548404.18,36292525.5,4332695.67,5673206.98,2081795.1
P0090,Manufacturing,Small,7,0.6,76210056.84,0.26,0.34,6,0.04,0.03,43500458.08,33959926.53,1873289.16,4514920.88,6260717.85
P0090,Manufacturing,Small,7,0.6,76210056.84,0.26,0.34,7,0.07,0.09,46035605.0,35807847.2,647725.89,4899581.32,5954989.27
P0091,Real Estate,Medium,6,0.62,160760930.73,0.2,0.1,1,0.02,0.02,30933448.82,13354388.2,7926076.16,3726005.7,2395969.69
P0091,Real Estate,Medium,6,0.62,160760930.73,0.2,0.1,2,0.07,0.11,56498768.91,26398918.4,6084335.82,6657470.05,14996670.55
P0091,Real Estate,Medium,6,0.62,160760930.73,0.2,0.1,3,0.07,0.06,65160106.99,31198444.44,2101197.9,7241563.09,24277644.95
P0091,Real Estate,Medium,6,0.62,160760930.73,0.2,0.1,4,0.08,0.05,69561752.53,35867005.94,8927479.58,8378867.38,17185077.79
P0091,Real Estate,Medium,6,0.62,160760930.73,0.2,0.1,5,0.08,0.1,67412375.66,34584443.88,9698727.09,8269931.83,17667560.74
P0091,Real Estate,Medium,6,0.62,160760930.73,0.2,0.1,6,0.07,0.07,68580586.17,34224492.32,2115997.53,7767004.79,26576555.99
P0092,Infrastructure,Small,9,0.91,180207712.94,0.22,0.29,1,0.06,0.06,11833183.98,8087307.11,10587427.53,1099520.58,-8643539.39
P0092,Infrastructure,Small,9,0.91,180207712.94,0.22,0.29,2,0.04,0.08,19637081.93,12781880.36,8534836.48,1883297.28,-4174584.09
P0092,Infrastructure,Small,9,0.91,180207712.94,0.22,0.29,3,0.08,0.09,22188147.72,15452561.27,2564206.33,2213536.44,2376241.16
P0092,Infrastructure,Small,9,0.91,180207712.94,0.22,0.29,4,0.06,0.05,28051698.26,18908646.73,9217712.66,2776560.26,-2518136.52
P0092,Infrastructure,Small,9,0.91,180207712.94,0.22,0.29,5,0.02,0.06,27120617.03,19020068.25,4505724.99,2725229.57,1877270.05
P0092,Infrastructure,Small,9,0.91,180207712.94,0.22,0.29,6,0.05,0.06,23455410.11,16671092.98,3185794.24,2333047.87,2569553.6
P0092,Infrastructure,Small,9,0.91,180207712.94,0.22,0.29,7,0.07,0.08,29558521.33,20481244.58,9522757.06,3027712.81,-3052136.57
P0092,Infrastructure,Small,9,0.91,180207712.94,0.22,0.29,8,0.08,0.08,30261002.51,21908010.57,8681326.17,2753392.87,-1756651.2
P0092,Infrastructure,Small,9,0.91,180207712.94,0.22,0.29,9,0.07,0.02,26108412.04,16816922.74,3324041.93,2431861.13,4473726.17
P0093,Manufacturing,Small,10,0.88,60638607.41,0.2,0.2,1,0.08,0.01,15605418.49,10191680.24,3084064.7,743102.49,559602.71
P0093,Manufacturing,Small,10,0.88,60638607.41,0.2,0.2,2,0.05,0.04,25735102.06,16499810.22,2220239.18,1418534.24,4244152.8
P0093,Manufacturing,Small,10,0.88,60638607.41,0.2,0.2,3,0.04,0.06,30102484.13,21201224.86,2304935.48,1734603.23,4382171.18
P0093,Manufacturing,Small,10,0.88,60638607.41,0.2,0.2,4,0.09,0.13,24083872.03,16680229.34,2028557.48,1167216.13,4423203.36
P0093,Manufacturing,Small,10,0.88,60638607.41,0.2,0.2,5,0.02,0.07,34923454.98,22800301.76,1660237.92,1852706.51,7069185.94
P0093,Manufacturing,Small,10,0.88,60638607.41,0.2,0.2,6,0.07,0.0,30222988.26,21161331.28,4317022.81,1595634.89,3224506.06
P0093,Manufacturing,Small,10,0.88,60638607.41,0.2,0.2,7,0.06,0.09,31281182.51,19543064.36,1412822.41,1616339.62,8130417.19
P0093,Manufacturing,Small,10,0.88,60638607.41,0.2,0.2,8,0.06,0.08,30129406.87,21071643.71,4170424.14,1608438.13,2933732.18
P0093,Manufacturing,Small,10,0.88,60638607.41,0.2,0.2,9,0.05,0.09,26530668.21,16584308.83,2868218.4,1424004.56,5394682.99
P0093,Manufacturing,Small,10,0.88,60638607.41,0.2,0.2,10,0.05,0.05,28534455.83,18743423.06,316192.59,1766484.36,6845560.61
P0094,Real Estate,Medium,10,0.23,35267469.02,0.23,0.59,1,0.05,0.04,5069166.87,2737419.48,2794054.27,619461.27,-1514042.25
P0094,Real Estate,Medium,10,0.23,35267469.02,0.23,0.59,2,0.06,0.03,8813512.9,4536527.18,596783.89,1072870.8,2211381.71
P0094,Real Estate,Medium,10,0.23,35267469.02,0.23,0.59,3,0.07,0.07,10697595.58,5582077.77,612438.74,1176911.36,3247004.44
P0094,Real Estate,Medium,10,0.23,35267469.02,0.23,0.59,4,0.06,0.08,11310925.65,6260284.15,1648901.68,1422921.09,2057039.07
P0094,Real Estate,Medium,10,0.23,35267469.02,0.23,0.59,5,0.05,0.08,10228999.44,5238889.47,1047906.67,1287070.48,2879486.17
P0094,Real Estate,Medium,10,0.23,35267469.02,0.23,0.59,6,0.05,0.07,12405546.24,6323374.87,514245.54,1565419.96,3823415.2
P0094,Real Estate,Medium,10,0.23,35267469.02,0.23,0.59,7,0.06,0.07,10842200.56,6297986.15,960058.2,1365490.83,2856226.5
P0094,Real Estate,Medium,10,0.23,35267469.02,0.23,0.59,8,0.06,0.05,10834709.74,5503869.7,562270.1,1288083.86,3667425.82
P0094,Real Estate,Medium,10,0.23,35267469.02,0.23,0.59,9,0.06,0.07,12181536.16,6434108.89,1057963.81,1692007.7,2882791.31
P0094,Real Estate,Medium,10,0.23,35267469.02,0.23,0.59,10,0.07,0.08,12776687.51,6933573.12,471062.88,1646650.48,4053734.52
P0095,Energy,Large,7,0.65,130157182.8,0.27,0.64,1,0.03,0.08,34712362.61,18896216.43,11887836.66,4123724.21,-4615600.67
P0095,Energy,Large,7,0.65,130157182.8,0.27,0.64,2,0.05,0.05,46675526.33,21829318.18,3103274.06,6513775.19,12346516.97
P0095,Energy,Large,7,0.65,130157182.8,0.27,0.64,3,0.02,0.06,67484687.0,35937398.93,6928177.13,8079667.6,14424831.78
P0095,Energy,Large,7,0.65,130157182.8,0.27,0.64,4,0.07,0.1,56289164.73,30848405.75,3733848.52,6568941.76,16387608.57
P0095,Energy,Large,7,0.65,130157182.8,0.27,0.64,5,0.04,0.01,62653453.13,35403289.2,6365104.04,7756854.36,12708171.37
P0095,Energy,Large,7,0.65,130157182.8,0.27,0.64,6,0.08,0.07,74791594.75,40149643.2,3775223.93,9140879.75,20993800.58
